Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Louisiana,All Ages,,928,38,,47,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Louisiana,0-17 years,0,18,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Louisiana,18-64 years,,257,10,,13,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Louisiana,65 years and over,0,653,27,,33,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maine,All Ages,0,305,19,,20,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maine,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maine,18-64 years,0,65,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maine,65 years and over,0,236,14,,15,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maryland,All Ages,0,976,66,,72,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maryland,0-17 years,0,11,0,0,0,0,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maryland,18-64 years,0,235,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Maryland,65 years and over,0,730,59,,63,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Massachusetts,All Ages,,1164,91,17,108,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Massachusetts,0-17 years,0,15,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Massachusetts,18-64 years,0,229,,,14,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Massachusetts,65 years and over,,920,82,11,93,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Michigan,All Ages,0,2106,133,28,161,161,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Michigan,0-17 years,0,24,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Michigan,18-64 years,0,502,32,10,42,42,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Michigan,65 years and over,0,1580,101,17,118,118,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Minnesota,All Ages,0,915,65,12,77,77,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Minnesota,0-17 years,0,12,0,0,0,0,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Minnesota,18-64 years,0,194,,,14,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Minnesota,65 years and over,0,709,57,,63,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Mississippi,All Ages,0,645,41,,46,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Mississippi,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Mississippi,18-64 years,0,176,,,11,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Mississippi,65 years and over,0,465,33,,35,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Missouri,All Ages,0,1324,61,28,89,89,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Missouri,0-17 years,0,15,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Missouri,18-64 years,0,341,17,,24,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Missouri,65 years and over,0,968,43,20,63,63,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Montana,All Ages,0,225,16,,18,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Montana,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Montana,18-64 years,0,44,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Montana,65 years and over,0,179,11,,13,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nebraska,All Ages,0,316,26,,28,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nebraska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nebraska,18-64 years,0,75,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nebraska,65 years and over,0,240,24,,25,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nevada,All Ages,0,536,27,,28,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nevada,0-17 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nevada,18-64 years,0,136,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Nevada,65 years and over,0,397,24,,25,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Hampshire,All Ages,0,284,22,,24,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Hampshire,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Hampshire,18-64 years,0,62,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Hampshire,65 years and over,0,221,19,,20,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Jersey,All Ages,0,1510,83,11,94,94,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Jersey,0-17 years,0,17,0,0,0,0,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Jersey,18-64 years,0,331,20,,23,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Jersey,65 years and over,0,1162,63,,71,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Mexico,All Ages,0,404,24,,26,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Mexico,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Mexico,18-64 years,0,115,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New Mexico,65 years and over,0,280,20,,21,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York,All Ages,,2094,166,26,192,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York,0-17 years,0,17,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York,18-64 years,,416,21,,27,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York,65 years and over,0,1661,144,19,163,163,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York City,All Ages,0,1071,74,11,85,85,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York City,0-17 years,0,11,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York City,18-64 years,0,245,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,New York City,65 years and over,0,815,65,10,75,75,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Carolina,All Ages,,1914,118,27,145,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Carolina,0-17 years,0,16,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Carolina,18-64 years,0,459,28,10,38,38,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Carolina,65 years and over,,1439,90,16,106,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Dakota,All Ages,0,164,11,0,11,11,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Dakota,18-64 years,0,41,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,North Dakota,65 years and over,0,122,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Ohio,All Ages,0,2537,120,18,138,138,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Ohio,0-17 years,0,25,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Ohio,18-64 years,0,603,26,,29,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Ohio,65 years and over,0,1909,93,15,108,108,
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Oklahoma,All Ages,0,845,79,,86,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Oklahoma,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Oklahoma,18-64 years,0,216,22,,25,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Oklahoma,65 years and over,0,623,57,,61,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,02/16/2020,02/22/2020,2020,8,02/22/2020,By Week,Week-ending,Oregon,All Ages,0,736,35,,40,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
